LEAGUE,NAME,SEASON,UNIQUE ID,POS,AGE,#,TEAM,GP,EV P1/GP,PP P1/GP,P1/GP,EV G,EV A1,EV A2,EV P1,PP G,PP A1,PP A2,PP P1,SH G,SH A1,SH A2,SHOTS,SH%,TG,TP,TP/GP,EV%,Goals/P1,MISSING GF%,EV GF,EV GA,EV GF%,EV GF%Rel,OFF EV GF,OFF EV GA,eTOI/GP,P1/e60,DOB,BIRTH YEAR,HT,SHOOTS,Breakout Season,TSA,ShotAttempts/P1/e60
NCAAD1,Abbey Murphy,2021,532873/abbey-murphy,F,19,18,MIN,20,0.8,0,0.9,8,8,1,16,0,0,1,0,0,0,0,39,20.51,8,18,0.9,100,50,,24,15,61.54,1.89,34,23,18.26,2.6283,4/14/2002,2002,5'05,R,FALSE,65,24.73081459
NCAAD1,Anna Leschyshyn,2021,533768/anna-leschyshyn,F,20,19,SYR,22,0.5455,0.0909,0.6818,7,5,0,12,1,1,0,2,1,0,0,57,15.79,9,15,0.6818,85.71,57.14,,15,13,53.57,-9.39,34,20,17.38,2.354,6/29/2001,2001,6'00,R,TRUE,65,27.61257434
NCAAD1,Finley Frechette,2020,553145/finley-frechette,F,0,23,COR,33,0.1818,0.0303,0.2424,5,1,1,6,0,1,0,1,0,0,0,46,10.87,5,8,0.2424,85.71,71.43,0,12,3,80,-1.9,86,19,11.07,1.1502,,,5'05,-,TRUE,65,56.51191097
NCAAD1,Delani MacKay,2019,554012/delani-mackay,F,19,44,CLG,38,0.1316,0.1842,0.3947,1,4,2,5,3,4,1,7,0,0,0,36,11.11,4,15,0.3947,41.67,33.33,0,13,14,48.15,-14.16,81,49,13.31,1.4234,6/18/2000,2000,5'06,L,FALSE,65,45.66530842
NCAAD1,Laura Cote,2021,431713/laura-cote,F,20,17,STL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,12.79,0.01,1/8/2001,2001,5'04,L,FALSE,64,6400
NCAAD1,Dara Greig,2020,326533/dara-greig,F,20,7,WIS,36,0.1389,0,0.1667,3,2,1,5,0,0,0,0,0,0,0,49,6.12,3,6,0.1667,100,60,0,9,1,90,20.19,111,48,9.42,0.8842,12/30/2000,2000,5'07,L,FALSE,64,72.38181407
NCAAD1,Laura Kluge,2019,366567/laura-kluge,F,23,17,STC,27,0.2222,0.037,0.4444,3,3,1,6,0,1,3,1,1,0,0,44,9.09,4,12,0.4444,85.71,42.86,0,15,18,45.45,21.1,19,59,17.51,1.0155,11/6/1996,1996,5'10,L,FALSE,64,63.02314131
NCAAD1,Darcie Lappan,2021,406528/darcie-lappan,F,20,72,CLG,22,0.2273,0,0.2727,5,0,1,5,0,0,0,0,0,0,0,35,14.29,5,6,0.2727,100,100,,6,4,60,-1.19,41,26,10.86,1.2552,9/15/2001,2001,5'07,L,FALSE,64,50.98789038
NCAAD1,Emily Pinto,2021,406995/emily-pinto,F,22,19,MRC,18,0.5556,0.0556,0.6667,5,5,1,10,1,0,0,1,0,0,0,37,16.22,6,12,0.6667,90.91,54.55,,12,6,66.67,11.56,27,22,14.6,2.5118,10/12/1999,1999,5'03,L,FALSE,64,25.47973565
NCAAD1,Delaney Drake,2019,500716/delaney-drake,F,20,10,WIS,41,0.122,0,0.1463,3,2,1,5,0,0,0,0,0,0,0,38,7.89,3,6,0.1463,100,60,0,8,3,72.73,-8.7,114,26,9.45,0.7739,9/14/1999,1999,5'07,L,FALSE,64,82.698023
NCAAD1,Lexi Edwards,2019,566530/lexi-edwards,F,0,6,SAC,27,0.5185,0.037,0.6667,8,6,3,14,0,1,0,1,0,0,0,61,13.11,8,18,0.6667,93.33,53.33,0,25,8,75.76,5.3,62,26,14.47,2.3036,,,Unknown,-,TRUE,64,27.78260115
NCAAD1,Danielle Fox,2021,409877/danielle-fox,F,21,46,CON,20,0.2,0.1,0.3,1,3,0,4,1,1,0,2,0,0,0,61,3.28,2,6,0.3,66.67,33.33,,8,9,47.06,-12.52,28,19,17.98,1.001,4/14/2000,2000,5'07,L,FALSE,63,62.93706294
NCAAD1,Brooke Kudirka,2019,498039/brooke-kudirka,F,21,8,STC,36,0.0556,0.0278,0.1111,2,0,0,2,0,1,1,1,0,0,0,33,6.06,2,4,0.1111,66.67,66.67,0,3,22,12,-26.79,45,71,14.13,0.3538,4/15/1998,1998,5'11,L,FALSE,63,178.0667044
NCAAD1,Izzy Daniel,2020,520718/izzy-daniel,F,19,12,COR,29,0.1724,0.069,0.5862,1,4,7,5,2,0,3,2,0,0,0,46,6.52,3,17,0.5862,71.43,42.86,0,18,4,81.82,1.36,70,17,13.44,1.0779,,2001,5'05,-,FALSE,63,58.44698024
NCAAD1,Paetyn Levis,2021,521092/paetyn-levis,F,22,27,OSU,18,0.3889,0.1111,0.5,5,2,0,7,0,2,0,2,0,0,0,34,14.71,5,9,0.5,77.78,55.56,,10,10,50,-9.02,36,25,14.74,2.0349,11/6/1999,1999,5'05,R,TRUE,63,30.95975232
NCAAD1,Rachel Goff,2021,532870/rachel-goff,F,20,2,LIN,17,0,0.0588,0.1765,0,0,0,0,0,1,0,1,1,1,0,41,2.44,1,3,0.1765,0,0,,1,6,14.29,-9.71,12,38,13.95,0.7592,5/17/2001,2001,5'01,R,FALSE,63,82.98208641
NCAAD1,Madison Mashuga,2021,553433/madison-mashuga,F,20,22,MNS,20,0.2,0,0.2,2,2,0,4,0,0,0,0,0,0,0,32,6.25,2,4,0.2,100,50,,6,18,25,-18.14,22,29,15.79,0.7602,12/18/2001,2001,5'05,L,FALSE,63,82.87292818
NCAAD1,Celine Pietraszek,2020,553704/celine-pietraszek,F,19,9,DAR,29,0.2069,0,0.2069,4,2,0,6,0,0,0,0,0,0,0,37,10.81,4,6,0.2069,100,66.67,0,12,23,34.29,-1.83,26,46,14.95,0.8303,4/19/2001,2001,5'06,L,FALSE,63,75.87618933
NCAAD1,Gigi Pora,2020,569821/gigi-pora,F,19,17,LIN,34,0.0588,0.0294,0.1176,1,1,1,2,1,0,0,1,0,0,0,37,5.41,2,4,0.1176,66.67,66.67,0,7,15,31.82,2.79,27,66,12.64,0.4187,6/21/2001,2001,5'08,R,FALSE,63,150.4657273
NCAAD1,Keisha Dicaire,2020,302098/keisha-dicaire,F,20,27,MER,25,0.12,0.2,0.52,0,3,4,3,1,4,1,5,0,0,0,37,2.7,1,13,0.52,37.5,12.5,0,10,19,34.48,9.48,15,45,17.06,1.1257,11/1/2000,2000,5'03,L,FALSE,62,55.07684108
NCAAD1,Cara Najjar,2019,389834/cara-najjar,F,23,17,BRN,29,0,0,0.1034,0,0,1,0,0,0,1,0,0,1,0,34,0,0,3,0.1034,0,0,0,12,35,25.53,-9.19,25,47,18.41,0.1124,3/17/1996,1996,5'05,R,FALSE,62,551.6014235
NCAAD1,Sydney Hill,2020,458274/sydney-hill,F,0,18,DAR,29,0.0345,0,0.1034,0,1,1,1,0,0,1,0,0,0,0,29,0,0,3,0.1034,100,0,0,12,23,34.29,-1.83,26,46,15.05,0.1375,,,5'05,R,FALSE,62,450.9090909
NCAAD1,Sofia Poinar,2020,496730/sofia-poinar,F,22,15,MNS,33,0.0606,0.0303,0.2424,1,1,4,2,1,0,0,1,0,1,0,50,4,2,8,0.2424,66.67,66.67,0,14,20,41.18,-1.05,38,52,15.59,0.4666,2/23/1998,1998,5'06,R,FALSE,62,132.8761252
NCAAD1,Lydia Passolt,2021,521094/lydia-passolt,F,22,3,BMJ,16,0.25,0,0.3125,3,1,1,4,0,0,0,0,0,0,0,30,10,3,5,0.3125,100,75,,6,14,30,11.63,9,40,16.31,0.9199,4/25/1999,1999,5'06,R,FALSE,62,67.39863029
NCAAD1,Darby Melia,2019,552137/darby-melia,F,21,10,BRN,29,0.1034,0,0.1034,2,1,0,3,0,0,0,0,0,0,0,44,4.55,2,3,0.1034,100,66.67,0,8,22,26.67,-5.92,29,60,14.67,0.4232,8/3/1998,1998,5'06,R,FALSE,62,146.5028355
NCAAD1,Kate Holmes,2020,553888/kate-holmes,F,20,24,NOE,38,0.3158,0,0.3684,5,7,2,12,0,0,0,0,0,0,0,47,10.64,5,14,0.3684,100,41.67,0,28,7,80,-4.26,91,17,12.77,1.4842,10/6/2000,2000,5'02,R,FALSE,62,41.77334591
NCAAD1,Lydia Murray,2019,399476/lydia-murray,F,22,17,MNE,33,0.2424,0.0303,0.4545,6,2,3,8,0,1,3,1,0,0,0,39,15.38,6,15,0.4545,88.89,66.67,0,12,9,57.14,-3.08,53,35,14.42,1.1352,8/16/1997,1997,5'10,-,FALSE,61,53.73502467
NCAAD1,Taylor Lind,2021,403831/taylor-lind,F,19,13,STC,17,0.5294,0.0588,0.6471,3,6,1,9,1,0,0,1,0,0,0,26,15.38,4,11,0.6471,90,40,,11,15,42.31,18.39,11,35,18.25,1.9338,1/8/2002,2002,5'07,L,TRUE,61,31.54411004
NCAAD1,Emily Antony,2019,407371/emily-antony,F,23,4,MNS,30,0.2,0.0667,0.4333,1,5,4,6,1,1,1,2,0,0,0,34,5.88,2,13,0.4333,75,25,0,16,13,55.17,14.08,30,43,15.51,1.0318,,1996,5'06,L,FALSE,61,59.11998449
NCAAD1,Devon Facchinato,2019,431702/devon-facchinato,F,20,9,COR,36,0.0833,0.0556,0.25,0,3,3,3,0,2,1,2,0,0,0,19,0,0,9,0.25,60,0,0,16,12,57.14,-9.86,67,33,12.44,0.6698,2/12/1999,1999,5'10,R,FALSE,61,91.07196178
NCAAD1,Danika Pasqua,2020,531857/danika-pasqua,F,20,7,CON,33,0.1515,0,0.1515,4,1,0,5,0,0,0,0,0,0,0,53,7.55,4,5,0.1515,100,80,0,9,10,47.37,-1.26,53,56,12.15,0.7482,4/22/2000,2000,5'06,R,FALSE,61,81.52900294
NCAAD1,Hannah Alt,2021,532875/hannah-alt,F,22,19,LIN,17,0.0588,0.1765,0.4118,1,0,1,1,0,3,1,3,0,1,0,34,2.94,1,7,0.4118,25,25,,4,10,28.57,7.64,9,34,16.53,1.0674,8/17/1999,1999,5'03,R,TRUE,61,57.14821061
NCAAD1,Jessica Poirier,2020,554014/jessica-poirier,F,21,7,STL,32,0.1875,0,0.1875,5,1,0,6,0,0,0,0,0,0,0,40,12.5,5,6,0.1875,100,83.33,0,11,9,55,13.14,36,50,13.57,0.8288,7/19/1999,1999,5'06,R,FALSE,61,73.6003861
NCAAD1,Gabby Jones,2019,627460/gabby-jones,F,20,15,MER,36,0.2778,0.0833,0.3889,5,5,1,10,1,2,0,3,0,0,0,31,19.35,6,14,0.3889,76.92,46.15,0,21,22,48.84,-5.81,47,39,15.24,1.4216,9/30/1999,1999,5'04,R,FALSE,61,42.90939786
NCAAD1,Tamara Thierus,2021,553469/tamara-thierus,F,21,18,UNH,21,0.2857,0,0.381,4,2,2,6,0,0,0,0,0,0,0,59,6.78,4,8,0.381,100,66.67,,12,12,50,7.89,24,33,18.01,0.9518,10/17/2000,2000,5'03,R,FALSE,60,63.03845346
NCAAD1,Maegan Beres,2020,500709/maegan-beres,F,21,7,BC,36,0.25,0,0.3611,4,5,2,9,0,0,0,0,0,2,0,50,8,4,13,0.3611,100,44.44,0,16,14,53.33,3.78,56,57,14.54,1.2605,9/13/1999,1999,5'07,L,TRUE,60,47.60015867
NCAAD1,Katie Cipra,2020,553174/katie-cipra,F,21,13,NOE,38,0.1053,0,0.1316,3,1,1,4,0,0,0,0,0,0,0,40,7.5,3,5,0.1316,100,75,0,12,3,80,-3.59,107,21,9.87,0.64,6/25/1999,1999,5'05,R,FALSE,60,93.75
NCAAD1,Courtney Hyland,2020,553906/courtney-hyland,F,19,9,HAR,33,0.1212,0,0.1515,1,3,1,4,0,0,0,0,0,0,0,52,1.92,1,5,0.1515,100,25,0,7,17,29.17,-28.36,65,48,11.67,0.6234,4/23/2001,2001,5'06,R,FALSE,60,96.24639076
NCAAD1,Savannah Norcross,2021,554169/savannah-norcross,F,21,5,BC,18,0.8333,0,0.9444,10,5,1,15,0,0,0,0,1,0,0,53,20.75,11,17,0.9444,100,66.67,,21,10,67.74,8.77,23,16,21.39,2.4933,6/10/2000,2000,5'07,R,TRUE,60,24.06449284
NCAAD1,Michala Pejzlova,2019,283239/michala-pejzlova,F,22,10,CLK,40,0.8,0.1,1.375,15,17,17,32,4,0,2,4,0,0,0,102,18.63,19,55,1.375,88.89,52.78,0,71,19,78.89,20.78,43,31,22.1,2.4431,4/6/1997,1997,5'07,L,FALSE,59,24.14964594
NCAAD1,Michala Pejzlova,2020,283239/michala-pejzlova,F,23,10,CLK,30,0.4333,0.2333,0.8,4,9,4,13,4,3,0,7,0,0,0,62,12.9,8,24,0.8,65,40,0,28,12,70,7.04,34,20,19.21,2.0825,4/6/1997,1997,5'07,L,FALSE,59,28.33133253
NCAAD1,Christi Vetter,2019,389696/christi-vetter,F,24,8,PSU,28,0.0357,0.0357,0.0714,0,1,0,1,0,1,0,1,0,0,0,35,0,0,2,0.0714,50,0,0,6,7,46.15,-5.7,28,26,13.8,0.3106,9/7/1995,1995,5'11,R,FALSE,59,189.9549259
NCAAD1,Charlea Pedersen,2020,389924/charlea-pedersen,F,22,22,STL,31,0.0968,0,0.129,1,2,0,3,0,0,0,0,1,0,0,32,6.25,2,4,0.129,100,33.33,0,6,15,28.57,-18.49,40,45,12.75,0.6073,1/4/1998,1998,5'10,L,FALSE,59,97.15132554
NCAAD1,Claire Butorac,2019,409463/claire-butorac,F,20,7,MNS,35,0.0571,0,0.1429,1,1,2,2,0,0,0,0,1,0,0,41,4.88,2,5,0.1429,100,50,0,7,13,35,-6.75,43,60,11.82,0.4349,9/24/1999,1999,5'05,R,FALSE,59,135.6633709
NCAAD1,Anna Promersberger,2020,414135/anna-promersberger,F,21,21,PSU,35,0.0571,0,0.1429,2,0,3,2,0,0,0,0,0,0,0,41,4.88,2,5,0.1429,100,100,0,8,10,44.44,-4.24,37,39,11.38,0.3014,9/14/1999,1999,5'08,R,FALSE,59,195.753152
NCAAD1,Christa Stefanopoulos,2020,474850/christa-stefanopoulos,F,0,20,RIT,30,0.3,0.0333,0.3667,4,5,1,9,1,0,0,1,0,0,0,36,13.89,5,11,0.3667,90,50,0,15,20,42.86,-3.39,37,43,14.13,1.4153,,,5'08,L,FALSE,59,41.68727478
NCAAD1,Maddie Rowe,2020,497284/maddie-rowe,F,22,8,WIS,36,0.0556,0.0278,0.1389,1,1,1,2,1,0,1,1,0,0,0,21,9.52,2,5,0.1389,66.67,66.67,0,21,6,77.78,8.06,99,43,11.26,0.4442,9/3/1998,1998,5'11,R,FALSE,59,132.8230527
NCAAD1,Chantal Ste-Croix,2021,525010/chantal-ste-croix,F,19,26,MRC,18,0.3333,0,0.3333,5,1,0,6,0,0,0,0,0,0,0,34,14.71,5,6,0.3333,100,83.33,,8,9,47.06,-14.94,31,19,13.88,1.4414,6/2/2002,2002,5'04,L,FALSE,59,40.93242681
NCAAD1,McKenna Wesloh,2021,550595/mckenna-wesloh,F,22,23,STC,18,0.0556,0.0556,0.1111,0,1,0,1,1,0,0,1,0,0,0,24,4.17,1,2,0.1111,50,50,,4,13,23.53,-9.8,19,38,14.67,0.4544,6/24/1999,1999,5'08,L,FALSE,59,129.8415493
NCAAD1,Ciara Barone,2020,554160/ciara-barone,F,20,16,PRV,35,0.1429,0,0.2,4,1,2,5,0,0,0,0,0,0,0,40,10,4,7,0.2,100,80,0,14,7,66.67,13.54,51,45,11.58,0.7404,11/8/2000,2000,5'07,R,FALSE,59,79.68665586
NCAAD1,Renee Hoffmann,2020,562383/renee-hoffmann,F,19,27,LIU,31,0.4194,0.0323,0.5806,6,7,2,13,0,1,0,1,2,0,0,53,15.09,8,18,0.5806,92.86,42.86,0,18,22,45,-7.73,58,52,14.79,2.0938,,2001,5'04,L,FALSE,59,28.17843156
NCAAD1,Cannady Taleghani,2020,644308/cannady-taleghani,F,21,14,SAC,32,0.0313,0.0313,0.0938,1,0,1,1,1,0,0,1,0,0,0,49,4.08,2,3,0.0938,50,100,0,9,18,33.33,-26.07,60,41,12.68,0.2956,3/8/1999,1999,Unknown,-,FALSE,59,199.594046
NCAAD1,Peyton Anderson,2021,290484/peyton-anderson,F,20,91,NOE,21,0.2381,0.0476,0.2857,2,3,0,5,1,0,0,1,0,0,0,55,5.45,3,6,0.2857,83.33,50,,13,7,65,-23.71,55,7,14.86,1.1537,4/18/2001,2001,5'05,L,FALSE,58,50.27303458
NCAAD1,Lilly Cleary,2019,409175/lilly-cleary,F,0,4,SAC,32,0.4063,0,0.5,9,4,2,13,0,0,1,0,0,0,0,47,19.15,9,16,0.5,100,69.23,0,25,8,75.76,8.77,69,34,13.05,1.8678,,,Unknown,-,FALSE,58,31.05257522
NCAAD1,Annie MacDonald,2020,431705/annie-macdonald,F,22,12,PRN,28,0.2143,0,0.4643,2,4,6,6,0,0,1,0,0,0,0,35,5.71,2,13,0.4643,100,33.33,0,21,16,56.76,-13.91,53,22,14.72,0.8732,9/10/1998,1998,5'04,L,FALSE,58,66.42235456
NCAAD1,Maeve Reilly,2019,464035/maeve-reilly,F,23,24,HCR,33,0.1212,0.1212,0.2727,3,1,0,4,3,1,1,4,0,0,0,42,14.29,6,9,0.2727,50,75,0,4,31,11.43,-7.93,18,75,16.73,0.8696,11/26/1996,1996,5'07,R,FALSE,58,66.69733211
NCAAD1,Morgan Ondrick,2020,532860/morgan-ondrick,F,22,15,REN,34,0.0294,0.0588,0.0882,0,1,0,1,2,0,0,2,0,0,0,40,5,2,3,0.0882,33.33,66.67,0,2,22,8.33,-5.3,12,76,14.67,0.3609,,1998,5'08,R,FALSE,58,160.7093378
NCAAD1,Ally Johnson,2020,553920/ally-johnson,F,21,18,MNE,37,0.1081,0.0811,0.1892,1,3,0,4,2,1,0,3,0,0,0,34,8.82,3,7,0.1892,57.14,42.86,0,7,8,46.67,-8.57,58,47,11.92,0.9522,,1999,5'08,L,FALSE,58,60.9115732
NCAAD1,Brooke Bryant,2021,553933/brooke-bryant,F,21,17,MNS,18,0.0556,0,0.2222,0,1,1,1,0,0,2,0,0,0,0,31,0,0,4,0.2222,100,0,,6,19,24,-21.45,20,24,17.75,0.1878,8/22/2000,2000,5'06,R,FALSE,58,308.8391906
NCAAD1,Mikayla Lantto,2020,694571/mikayla-lantto,F,20,28,PSU,35,0.1143,0,0.1429,2,2,1,4,0,0,0,0,0,0,0,32,6.25,2,5,0.1429,100,50,0,5,7,41.67,-7.72,40,41,9.95,0.6892,9/28/2000,2000,5'10,R,FALSE,58,84.15554266
NCAAD1,Madison Farrand,2020,269590/madison-farrand,F,22,8,RIT,34,0.1471,0,0.2059,2,3,2,5,0,0,0,0,0,0,0,37,5.41,2,7,0.2059,100,40,0,18,27,40,-4.71,38,47,16.48,0.5354,,1998,5'05,L,FALSE,57,106.462458
NCAAD1,Brynn Koocher,2020,389606/brynn-koocher,F,19,5,SYR,31,0.2258,0,0.2903,6,1,2,7,0,0,0,0,0,0,0,35,17.14,6,9,0.2903,100,85.71,0,17,13,56.67,3.73,54,48,12.75,1.063,10/5/2001,2001,5'05,R,FALSE,57,53.62182502
NCAAD1,Morgan Stacey,2019,389676/morgan-stacey,F,22,23,MRC,34,0.0588,0,0.1176,0,2,2,2,0,0,0,0,0,0,0,20,0,0,4,0.1176,100,0,0,21,15,58.33,16.11,38,52,14.45,0.2443,,1997,5'05,L,FALSE,57,233.3196889
NCAAD1,Rebecca Foggia,2020,414132/rebecca-foggia,F,21,12,YAL,19,0.1579,0.1579,0.4737,1,2,3,3,1,2,0,3,0,0,0,43,4.65,2,9,0.4737,50,33.33,0,10,14,41.67,-18.33,33,22,16.56,1.1443,2/19/1999,1999,5'07,R,FALSE,57,49.81211221
NCAAD1,Sam Girard,2019,464022/sam-girard,F,0,19,HCR,21,0,0,0.0476,0,0,0,0,0,0,1,0,0,0,0,34,0,0,1,0.0476,0,0,0,2,12,14.29,-9.59,16,51,14.08,0.01,,,5'09,R,FALSE,57,5700
NCAAD1,Lindsey Featherstone,2019,520805/lindsey-featherstone,F,20,10,BMJ,36,0.1944,0,0.2222,4,3,1,7,0,0,0,0,0,0,0,38,10.53,4,8,0.2222,100,57.14,0,12,24,33.33,-11.2,53,66,13.39,0.8715,2/7/1999,1999,5'04,R,TRUE,57,65.40447504
NCAAD1,Renee Saltness,2020,521014/renee-saltness,F,22,6,QUI,37,0.1351,0.027,0.2432,4,1,3,5,0,1,0,1,0,0,0,37,10.81,4,9,0.2432,83.33,66.67,0,11,9,55,-6.67,74,46,11.14,0.8732,,1998,5'06,-,TRUE,57,65.27714155
NCAAD1,Rosalie Demers,2020,554016/rosalie-demers,F,20,81,CLG,38,0.1842,0,0.3947,2,5,7,7,0,0,0,0,1,0,0,69,4.35,3,15,0.3947,100,28.57,0,18,16,52.94,-4.91,70,51,13.51,0.9351,6/15/2000,2000,5'04,L,FALSE,56,59.88664314
NCAAD1,Rosalie Demers,2021,554016/rosalie-demers,F,21,81,CLG,20,0.3,0.1,0.7,2,4,6,6,1,1,0,2,0,0,0,41,7.32,3,14,0.7,75,37.5,,20,10,66.67,4.76,26,16,18.06,1.3288,6/15/2000,2000,5'04,L,FALSE,56,42.14328718
NCAAD1,Celine Tedenby,2021,366088/celine-tedenby,F,22,20,MNE,17,0.1765,0.0588,0.3529,2,1,2,3,0,1,0,1,0,0,0,50,4,2,6,0.3529,75,50,,8,7,53.33,13.33,10,15,18.15,0.7779,6/15/1999,1999,5'06,L,FALSE,56,71.98868749
NCAAD1,Rose Falzone,2019,390573/rose-falzone,F,20,27,DAR,29,0.1034,0,0.1379,2,1,1,3,0,0,0,0,0,0,0,33,6.06,2,4,0.1379,100,66.67,0,7,15,31.82,7.18,17,52,13.98,0.4438,8/17/1999,1999,5'04,L,FALSE,56,126.1829653
NCAAD1,Aly Tremblay,2019,399998/aly-tremblay,F,23,28,REN,37,0.027,0,0.0541,0,1,0,1,0,0,1,0,0,0,0,32,0,0,2,0.0541,100,0,0,4,15,21.05,-16.03,33,56,12.63,0.1284,,1996,5'07,R,FALSE,56,436.1370717
NCAAD1,Jordan Marchese,2019,406992/jordan-marchese,F,20,22,RIT,35,0.0857,0.0857,0.2571,2,1,3,3,2,1,0,3,0,0,0,30,13.33,4,9,0.2571,50,66.67,0,14,12,53.85,8.97,35,43,13.55,0.759,9/18/1999,1999,5'05,L,TRUE,56,73.78129117
NCAAD1,Audrey Wethington,2021,520715/audrey-wethington,F,19,4,MIN,20,0.3,0,0.3,1,5,0,6,0,0,0,0,0,0,0,23,4.35,1,6,0.3,100,16.67,,7,8,46.67,-16.3,51,30,11.76,1.531,4/1/2002,2002,5'07,R,FALSE,56,36.57740039
NCAAD1,Abigail Boreen,2019,520814/abigail-boreen,F,19,22,MIN,34,0.1176,0,0.2647,4,0,5,4,0,0,0,0,0,0,0,34,11.76,4,9,0.2647,100,100,0,17,6,73.91,5.07,95,43,10.71,0.6589,4/3/2000,2000,5'08,R,FALSE,56,84.99013507
NCAAD1,Eleri MacKay,2021,554011/eleri-mackay,F,21,14,CLG,22,0.1818,0.0455,0.2727,3,1,1,4,1,0,0,1,0,0,0,37,10.81,4,6,0.2727,80,80,,7,2,77.78,18.95,40,28,11.19,1.2186,6/18/2000,2000,5'06,L,FALSE,56,45.95437387
NCAAD1,Grace Middleton,2019,554163/grace-middleton,F,20,6,UNH,34,0.0588,0.0588,0.2059,1,1,3,2,1,1,0,2,0,0,0,38,5.26,2,7,0.2059,50,50,0,7,9,43.75,-0.46,42,53,11.37,0.6206,1/7/1999,1999,5'08,R,FALSE,56,90.2352562
NCAAD1,Mikayla Capelle,2020,402440/mikayla-capelle,F,20,26,REN,25,0.04,0.04,0.08,0,1,0,1,1,0,0,1,0,0,0,34,2.94,1,2,0.08,50,50,0,4,24,14.29,7.01,4,51,18.99,0.2528,3/7/2000,2000,5'05,L,FALSE,55,217.5632911
NCAAD1,Taylor Girard,2021,496330/taylor-girard,F,23,17,QUI,15,0.7333,0,1.0667,7,4,3,11,0,0,2,0,0,0,0,63,11.11,7,16,1.0667,100,63.64,,19,12,61.29,-3.83,28,15,20.11,2.1875,-,1998,5'10,-,FALSE,55,25.14285714
NCAAD1,Kylie Hanley,2021,521030/kylie-hanley,F,22,12,MND,11,0.5455,0,0.5455,3,3,0,6,0,0,0,0,0,0,0,28,10.71,3,6,0.5455,100,50,,8,3,72.73,0.73,18,7,16.94,1.9318,10/11/1999,1999,5'08,L,FALSE,55,28.4708562
NCAAD1,Charlotte Welch,2019,529290/charlotte-welch,F,20,14,YAL,28,0.3214,0.0714,0.6071,5,4,4,9,0,2,1,2,0,1,0,36,13.89,5,17,0.6071,81.82,45.45,0,18,18,50,11.11,28,44,17.31,1.4856,7/3/1999,1999,5'04,R,FALSE,55,37.02207862
NCAAD1,Tina Paolillo,2019,554009/tina-paolillo,F,20,7,BRN,27,0.2222,0,0.2593,3,3,1,6,0,0,0,0,0,0,0,34,8.82,3,7,0.2593,100,50,0,13,26,33.33,1.83,23,50,15.99,0.8341,1/14/1999,1999,5'02,R,FALSE,55,65.93933581
NCAAD1,Jessica Poirier,2019,554014/jessica-poirier,F,20,7,STL,36,0.0833,0,0.1111,0,3,0,3,0,0,0,0,0,1,0,33,0,0,4,0.1111,100,0,0,6,14,30,-15.71,48,57,12.06,0.5526,7/19/1999,1999,5'06,R,TRUE,55,99.52949692
NCAAD1,Alyssa McLeod,2021,406498/alyssa-mcleod,F,19,24,STL,13,0.0769,0,0.2308,1,0,2,1,0,0,0,0,0,0,0,26,3.85,1,3,0.2308,100,100,,5,9,35.71,-12.67,15,16,15.82,0.2917,4/2/2002,2002,5'04,L,FALSE,54,185.1217004
NCAAD1,Sarah Quaranta,2019,368749/sarah-quaranta,F,22,8,RMU,36,0.1667,0.0278,0.3611,3,3,5,6,0,1,0,1,0,1,0,31,9.68,3,13,0.3611,85.71,42.86,0,18,21,46.15,-5.07,42,40,14.65,0.9103,2/18/1997,1997,5'06,R,FALSE,54,59.32110293
NCAAD1,Rhyen McGill,2020,368753/rhyen-mcgill,F,23,25,CLK,11,0.2727,0.1818,0.6364,2,1,2,3,2,0,0,2,0,0,0,35,11.43,4,7,0.6364,60,80,0,7,3,70,-0.83,17,7,16.12,1.6921,10/28/1997,1997,5'08,L,FALSE,54,31.91300751
NCAAD1,Savannah Bouzide,2021,389448/savannah-bouzide,F,22,17,CON,20,0.5,0.15,0.85,4,6,3,10,2,1,1,3,0,0,0,55,10.91,6,17,0.85,76.92,46.15,,14,7,66.67,15.5,22,21,18.07,2.158,3/17/1999,1999,5'05,R,TRUE,54,25.0231696
NCAAD1,Taylor Sawka,2020,402402/taylor-sawka,F,21,24,CLK,37,0.1351,0,0.1351,3,2,0,5,0,0,0,0,0,0,0,32,9.38,3,5,0.1351,100,60,0,8,7,53.33,-17.82,74,30,10.06,0.8056,2/26/1999,1999,5'05,R,FALSE,54,67.03078451
NCAAD1,Sarah Bukvic,2020,489981/sarah-bukvic,F,19,25,REN,28,0.0357,0.0357,0.0714,1,0,0,1,1,0,0,1,0,0,0,41,4.88,2,2,0.0714,50,100,0,2,19,9.52,-5.63,10,56,15.39,0.2784,7/25/2001,2001,5'05,L,FALSE,54,193.9655172
NCAAD1,Katie Kaufman,2021,520806/katie-kaufman,F,20,10,MER,16,0.0625,0.0625,0.25,1,0,1,1,1,0,1,1,0,0,0,42,4.76,2,4,0.25,50,100,,2,15,11.76,-5.31,7,34,17.76,0.4223,4/21/2001,2001,5'06,R,FALSE,54,127.8711816
NCAAD1,Danika Pasqua,2019,531857/danika-pasqua,F,19,7,CON,32,0.1875,0.0313,0.2188,6,0,0,6,1,0,0,1,0,0,0,40,17.5,7,7,0.2188,85.71,100,0,10,15,40,-0.62,39,57,12.77,1.0277,4/22/2000,2000,5'06,R,FALSE,54,52.54451688
